1	FL	12113	844015.000389517	-9038640.19718202	252655.53252551	412670.703125	190463.401442308
2	AZ	4013	-1513509.79849501	-8599200.15490117	10762117.3469388	17578125	8112980.76923077
3	CA	6065	-1835070.97321307	-8528241.63881824	1753826.53061224	2864583.33333333	1322115.38461538
4	TX	48113	-97450.0785790079	-8832778.29537233	858432.238520408	1402105.98958333	647125.841346154
5	FL	12069	1378805.38450276	-9177267.687771	195348.214285714	319068.75	147262.5
6	NE	31023	-93353.5529413171	-7880705.16361957	340911.989795918	556822.916666667	256995.192307692
7	TX	48373	94052.3463680688	-9049349.83437059	568532.126913265	928602.473958333	428585.757211538
8	MS	28123	611460.576049915	-8873206.7422401	1553335.53890306	2537114.71354167	1170976.02163462
9	FL	12095	1391677.06071911	-9206113.41407469	771073.740433673	1259420.44270833	581270.973557692
10	IA	19013	292130.855713783	-7746335.85122358	659334.522480867	1076913.05338542	497036.793870192
11	PA	42129	1345810.47278506	-7892305.36299065	2118044.08482143	3459472.00520833	1596679.38701923
12	MD	24019	1707082.11301761	-7993489.08562389	153911.830357143	251389.322916667	116025.841346154
13	FL	12117	1441677.79446252	-9164669.45389255	2395975.20727041	3913426.171875	1806196.69471154
14	NC	37081	1418274.98923657	-8356780.24080989	265069.355867347	432946.614583333	199821.514423077
15	TX	48113	-62366.1693486286	-8814967.20643748	398268.494897959	650505.208333333	300233.173076923
16	KS	20055	-422104.041331845	-8242845.86776187	573979.591836735	937500	432692.307692308
17	TX	48121	-108484.425171023	-8785574.2375061	769137.117346939	1256257.29166667	579811.057692308
18	IA	19191	341558.590717454	-7653361.41548873	111777.807716837	182570.419270833	84263.2704326923
19	OH	39069	975030.906707511	-7813020.30052724	96624.362244898	157819.791666667	72839.9038461538
20	WV	54055	1289149.67368016	-8221612.2595608	198501.275510204	324218.75	149639.423076923
21	NJ	34007	1747720.46490037	-7831005.21780448	497270.567602041	812208.59375	374865.504807692
22	IA	19061	418356.165344873	-7734547.8281211	516035.714285714	842858.333333333	389011.538461538
23	MT	30111	-978901.46932116	-7318037.55947767	1362144.37181122	2224835.80729167	1026847.29567308
24	NM	35043	-961451.860510361	-8494985.67571072	880113.99872449	1437519.53125	663470.552884615
25	NE	31055	-16598.7584678317	-7872584.14690508	377787.468112245	617052.864583333	284793.629807692
26	WI	55063	378993.574557194	-7578129.2062793	339668.367346939	554791.666666667	256057.692307692
27	ID	16027	-1656219.0342604	-7449300.94378456	809998.668686225	1322997.82552083	610614.381009615
28	VA	51067	1405839.37659715	-8248521.6675217	110770.727040816	180925.520833333	83504.0865384615
29	OH	39039	951309.791522268	-7824395.055519	777464.923469388	1269859.375	586088.942307692
30	AL	1105	789846.83086291	-8835626.77899281	2641243.06441327	4314030.33854167	1991090.92548077
31	WA	53053	-2003511.09399805	-6945873.74295248	62248.3258928571	101672.265625	46925.6610576923
