1	FL	12113	843809.39404095	-9038659.3940432	252655.53252551	412670.703125	190463.401442308
2	AZ	4013	-1513705.40808768	-8599165.72416876	10762117.3469388	17578125	8112980.76923077
3	CA	6065	-1835264.96859635	-8528199.89340337	1753826.53061224	2864583.33333333	1322115.38461538
4	TX	48113	-97651.0018480752	-8832776.07634507	858432.238520408	1402105.98958333	647125.841346154
5	FL	12069	1378596.62459217	-9177299.0497206	195348.214285714	319068.75	147262.5
6	NE	31023	-93532.8189634494	-7880703.03802419	340911.989795918	556822.916666667	256995.192307692
7	TX	48373	93846.496596463	-9049351.97148154	568532.126913265	928602.473958333	428585.757211538
8	MS	28123	611258.732952851	-8873220.649121	1553335.53890306	2537114.71354167	1170976.02163462
9	FL	12095	1391467.6446381	-9206145.0688148	771073.740433673	1259420.44270833	581270.973557692
10	IA	19013	291954.64615283	-7746342.49445514	659334.522480867	1076913.05338542	497036.793870192
11	PA	42129	1345630.94251548	-7892335.97472218	2118044.08482143	3459472.00520833	1596679.38701923
12	MD	24019	1706900.28098161	-7993527.91534237	153911.830357143	251389.322916667	116025.841346154
13	FL	12117	1441469.32111352	-9164702.2460332	2395975.20727041	3913426.171875	1806196.69471154
14	NC	37081	1418084.89332331	-8356812.50080512	265069.355867347	432946.614583333	199821.514423077
15	TX	48113	-62566.6874696929	-8814965.78548473	398268.494897959	650505.208333333	300233.173076923
16	KS	20055	-422291.54505106	-8242836.26383334	573979.591836735	937500	432692.307692308
17	TX	48121	-108684.274664693	-8785571.76748765	769137.117346939	1256257.29166667	579811.057692308
18	IA	19191	341384.496076216	-7653369.18309991	111777.807716837	182570.419270833	84263.2704326923
19	OH	39069	974853.180067857	-7813042.47798495	96624.362244898	157819.791666667	72839.9038461538
20	WV	54055	1288962.65252891	-8221641.58231771	198501.275510204	324218.75	149639.423076923
21	NJ	34007	1747542.32894957	-7831044.97198439	497270.567602041	812208.59375	374865.504807692
22	IA	19061	418180.223898878	-7734557.34266123	516035.714285714	842858.333333333	389011.538461538
23	MT	30111	-979067.935853876	-7318015.29005972	1362144.37181122	2224835.80729167	1026847.29567308
24	NM	35043	-961645.099630896	-8494963.8029226	880113.99872449	1437519.53125	663470.552884615
25	NE	31055	-16777.839777298	-7872583.76728862	377787.468112245	617052.864583333	284793.629807692
26	WI	55063	378821.19124814	-7578137.82546084	339668.367346939	554791.666666667	256057.692307692
27	ID	16027	-1656388.48652681	-7449263.26707664	809998.668686225	1322997.82552083	610614.381009615
28	VA	51067	1405651.74329496	-8248553.64466631	110770.727040816	180925.520833333	83504.0865384615
29	OH	39039	951131.806141937	-7824416.69337858	777464.923469388	1269859.375	586088.942307692
30	AL	1105	789645.842568503	-8835644.7437181	2641243.06441327	4314030.33854167	1991090.92548077
31	WA	53053	-2003669.09448316	-6945828.16636166	62248.3258928571	101672.265625	46925.6610576923
32	MD	24510	1640050.0309914	-7944019.50445639	1047930.65848214	1711620.07552083	789978.496394231
33	NY	36081	1836885.81874357	-7739844.65341205	375079.719387755	612630.208333333	282752.403846154
34	ND	38017	-73104.2573329168	-7253562.83827187	428483.896683673	699857.03125	323010.9375
35	NC	37051	1529219.44972768	-8439307.29718814	291412.149234694	475973.177083333	219679.927884615
36	AL	1115	885505.500406639	-8687009.04428998	4458289.22193878	7281872.39583333	3360864.18269231
37	GA	13185	1191736.69582582	-8973100.88584426	2284654.33673469	3731602.08333333	1722277.88461538
38	IL	17141	558319.044075401	-7762461.21450069	3003490.27423469	4905700.78125	2264169.59134615
39	IN	18125	750802.004230989	-8176115.30309365	1798896.60395408	2938197.78645833	1356091.28605769
40	KY	21205	1066437.87042701	-8156835.22011827	576713.169642857	941964.84375	434753.004807692
41	PA	42047	1420991.60911339	-7747477.24579657	4322865.27423469	7060679.94791667	3258775.36057692
42	FL	12099	1567210.95408743	-9390673.34048351	289700.255102041	473177.083333333	218389.423076923
43	IA	19113	356610.115766354	-7780503.84471556	565641.183035714	923880.598958333	426406.430288462
44	WI	55031	301798.376271965	-7271215.95474268	141111.049107143	230481.380208333	106376.021634615
45	NC	37021	1183570.93111442	-8419487.562647	580437.818877551	948048.4375	437560.817307692
46	CA	6089	-2195603.69284709	-7657638.05048285	492459.821428571	804351.041666667	371238.942307692
47	MN	27171	159142.487126819	-7433624.79889529	590886.878188776	965115.234375	445437.800480769
48	PA	42051	1352139.80925472	-7919890.89811624	364637.755102041	595575	274880.769230769
49	WI	55141	479281.517150243	-7513644.44792242	1024732.22257653	1673729.296875	772490.444711538
50	WI	55015	613159.24563659	-7537685.04786564	1524839.84375	2490571.74479167	1149494.65144231
51	NJ	34001	1803146.91992224	-7884339.68025008	974603.635204082	1591852.60416667	734701.201923077
52	FL	12103	1301815.45519933	-9287983.57798281	2169606.36160714	3543690.390625	1635549.41105769
53	FL	12015	1388939.67472088	-9395869.34912673	361601.084183673	590615.104166667	272591.586538462
54	MO	29021	96411.4245887189	-8058751.31936955	784839.764030612	1281904.94791667	591648.4375
55	NE	31153	-21059.4295137097	-7898997.47884454	283064.811862245	462339.192708333	213387.319711538
56	NC	37035	1303157.77120324	-8415379.30261704	1195790.81632653	1953125	901442.307692308
57	IA	19113	356607.625040664	-7779980.59964161	346594.387755102	566104.166666667	261278.846153846
58	KY	21083	638344.595924944	-8369657.56280448	450554.926658163	735906.380208333	339649.098557692
59	NC	37133	1653221.58486775	-8446032.45992757	233270.886479592	381009.114583333	175850.360576923
60	NE	31079	-234074.709796019	-7918562.47277735	316153.220663265	516383.59375	238330.889423077
61	MI	26091	976732.847692018	-7749120.69933051	848284.274553571	1385530.98177083	639475.837740385
62	MI	26017	952101.053291008	-7526180.38766859	447990.306202168	731717.500130208	337715.769290865
63	MD	24003	1632967.77305234	-7959265.61766137	947171.556122449	1547046.875	714021.634615385
64	MD	24003	1636306.62847688	-7946994.32506385	278003.268494898	454072.005208333	209571.694711538
65	FL	12053	1307846.61822228	-9197723.50547508	346619.897959184	566145.833333333	261298.076923077
66	DE	10003	1714438.63968054	-7867781.21670721	1861686.46364796	3040754.55729167	1403425.18028846
67	PA	42019	1314884.19849629	-7822137.78932508	816838.966836735	1334170.3125	615770.913461538
68	WI	55127	584030.72241254	-7704045.45394114	1175275.74936224	1919617.05729167	885977.103365385
69	MN	27037	225165.093648569	-7483688.58349813	1546502.37244898	2525953.875	1165824.86538462
70	TX	48245	170751.961994989	-9137043.24494901	1380409.80149872	2254669.34244792	1040616.61959135
71	TX	48355	-152062.368171859	-9396333.52178576	649286.386399872	1060501.09778646	489462.045132212
