1	FL	12113	841291.108830276	-9038894.13618725	252655.53252551	412670.703125	190463.401442308
2	AZ	4013	-1516101.15487832	-8598743.65837065	10762117.3469388	17578125	8112980.76923077
3	CA	6065	-1837640.93118287	-8527688.24095039	1753826.53061224	2864583.33333333	1322115.38461538
4	TX	48113	-100111.889560188	-8832748.52707719	858432.238520408	1402105.98958333	647125.841346154
5	FL	12069	1376039.69236047	-9177682.78305521	195348.214285714	319068.75	147262.5
6	NE	31023	-95728.4506544242	-7880676.6730708	340911.989795918	556822.916666667	256995.192307692
7	TX	48373	91325.2614439547	-9049377.76674742	568532.126913265	928602.473958333	428585.757211538
8	MS	28123	608786.549502196	-8873390.60696325	1553335.53890306	2537114.71354167	1170976.02163462
9	FL	12095	1388902.67514439	-9206532.38701274	771073.740433673	1259420.44270833	581270.973557692
10	IA	19013	289796.433566198	-7746423.5350195	659334.522480867	1076913.05338542	497036.793870192
11	PA	42129	1343432.01392675	-7892710.57339021	2118044.08482143	3459472.00520833	1596679.38701923
12	MD	24019	1704673.14537931	-7994003.16299634	153911.830357143	251389.322916667	116025.841346154
13	FL	12117	1438915.89602536	-9165103.49676003	2395975.20727041	3913426.171875	1806196.69471154
14	NC	37081	1415756.55455094	-8357207.26777377	265069.355867347	432946.614583333	199821.514423077
15	TX	48113	-65022.6144349598	-8814948.0117162	398268.494897959	650505.208333333	300233.173076923
16	KS	20055	-424588.057582604	-8242718.28966305	573979.591836735	937500	432692.307692308
17	TX	48121	-111132.010400136	-8785541.14608201	769137.117346939	1256257.29166667	579811.057692308
18	IA	19191	339252.184778675	-7653463.99887708	111777.807716837	182570.419270833	84263.2704326923
19	OH	39069	972676.35775672	-7813313.77768401	96624.362244898	157819.791666667	72839.9038461538
20	WV	54055	1286671.97861146	-8222000.3799055	198501.275510204	324218.75	149639.423076923
21	NJ	34007	1745360.46099115	-7831531.54918764	497270.567602041	812208.59375	374865.504807692
22	IA	19061	416025.289863387	-7734673.55127345	516035.714285714	842858.333333333	389011.538461538
23	MT	30111	-981106.763267398	-7317742.22883234	1362144.37181122	2224835.80729167	1026847.29567308
24	NM	35043	-964011.836247758	-8494695.55017621	880113.99872449	1437519.53125	663470.552884615
25	NE	31055	-18971.2123448044	-7872578.7872835	377787.468112245	617052.864583333	284793.629807692
26	WI	55063	376709.838635988	-7578243.07436056	339668.367346939	554791.666666667	256057.692307692
27	ID	16027	-1658463.85452893	-7448801.49310861	809998.668686225	1322997.82552083	610614.381009615
28	VA	51067	1403353.56690404	-8248944.95184831	110770.727040816	180925.520833333	83504.0865384615
29	OH	39039	948951.815791924	-7824681.38364633	777464.923469388	1269859.375	586088.942307692
30	AL	1105	787184.121182323	-8835864.40328491	2641243.06441327	4314030.33854167	1991090.92548077
31	WA	53053	-2005604.18742306	-6945269.65640651	62248.3258928571	101672.265625	46925.6610576923
32	MD	24510	1637836.69147582	-7944476.12894607	1047930.65848214	1711620.07552083	789978.496394231
33	NY	36081	1834729.35655326	-7740356.12606125	375079.719387755	612630.208333333	282752.403846154
34	ND	38017	-75125.1628707921	-7253542.18924123	428483.896683673	699857.03125	323010.9375
35	NC	37051	1526868.12284375	-8439733.02405011	291412.149234694	475973.177083333	219679.927884615
36	AL	1115	883085.186553549	-8687255.4169954	4458289.22193878	7281872.39583333	3360864.18269231
37	GA	13185	1189236.66230637	-8973432.56623369	2284654.33673469	3731602.08333333	1722277.88461538
38	IL	17141	556156.330329211	-7762616.46597585	3003490.27423469	4905700.78125	2264169.59134615
39	IN	18125	748524.035234542	-8176324.16601223	1798896.60395408	2938197.78645833	1356091.28605769
40	KY	21205	1064165.26078619	-8157132.02279935	576713.169642857	941964.84375	434753.004807692
41	PA	42047	1418833.03655512	-7747872.8462518	4322865.27423469	7060679.94791667	3258775.36057692
42	FL	12099	1564594.56652325	-9391109.61519912	289700.255102041	473177.083333333	218389.423076923
43	IA	19113	354442.38300842	-7780602.89755414	565641.183035714	923880.598958333	426406.430288462
44	WI	55031	299772.537865243	-7271299.75629988	141111.049107143	230481.380208333	106376.021634615
45	NC	37021	1181225.13960338	-8419816.98946691	580437.818877551	948048.4375	437560.817307692
46	CA	6089	-2197737.09502546	-7657026.0381819	492459.821428571	804351.041666667	371238.942307692
47	MN	27171	157071.405680237	-7433668.84892498	590886.878188776	965115.234375	445437.800480769
48	PA	42051	1349933.20336187	-7920267.30914412	364637.755102041	595575	274880.769230769
49	WI	55141	477188.129078822	-7513777.6884829	1024732.22257653	1673729.296875	772490.444711538
50	WI	55015	611059.15444005	-7537855.5870421	1524839.84375	2490571.74479167	1149494.65144231
51	NJ	34001	1800950.20141677	-7884841.74732809	974603.635204082	1591852.60416667	734701.201923077
52	FL	12103	1299227.68823447	-9288345.91509162	2169606.36160714	3543690.390625	1635549.41105769
53	FL	12015	1386321.84642055	-9396255.95564585	361601.084183673	590615.104166667	272591.586538462
54	MO	29021	94166.1796601662	-8058777.86769433	784839.764030612	1281904.94791667	591648.4375
55	NE	31153	-23260.1610145752	-7898991.30492454	283064.811862245	462339.192708333	213387.319711538
56	NC	37035	1300813.11964934	-8415742.04757435	1195790.81632653	1953125	901442.307692308
57	IA	19113	354440.038063649	-7780079.65180655	346594.387755102	566104.166666667	261278.846153846
58	KY	21083	636012.708664725	-8369835.08655778	450554.926658163	735906.380208333	339649.098557692
59	NC	37133	1650868.3794798	-8446492.73464771	233270.886479592	381009.114583333	175850.360576923
60	NE	31079	-236280.884014147	-7918496.95010949	316153.220663265	516383.59375	238330.889423077
61	MI	26091	974573.834495044	-7749392.52520291	848284.274553571	1385530.98177083	639475.837740385
62	MI	26017	950004.154242271	-7526445.35955239	447990.306202168	731717.500130208	337715.769290865
63	MD	24003	1630750.18610626	-7959720.26837805	947171.556122449	1547046.875	714021.634615385
64	MD	24003	1634092.4602946	-7947449.9064922	278003.268494898	454072.005208333	209571.694711538
65	FL	12053	1305283.99829793	-9198087.52642372	346619.897959184	566145.833333333	261298.076923077
66	DE	10003	1712246.53795605	-7868258.56949668	1861686.46364796	3040754.55729167	1403425.18028846
67	PA	42019	1312704.82895183	-7822503.82439595	816838.966836735	1334170.3125	615770.913461538
68	WI	55127	581884.282828992	-7704207.87119023	1175275.74936224	1919617.05729167	885977.103365385
69	MN	27037	223080.061415229	-7483751.02608158	1546502.37244898	2525953.875	1165824.86538462
70	TX	48245	168206.292273774	-9137090.46337142	1380409.80149872	2254669.34244792	1040616.61959135
71	TX	48355	-154680.265986288	-9396290.79114537	649286.386399872	1060501.09778646	489462.045132212
72	TX	48355	-188400.851541013	-9407892.05104174	4854910.70232781	7929687.48046875	3659855.76021635
73	WV	54079	1193781.99660358	-8126835.45873696	690724.494260204	1128183.340625	520700.003365385
74	IL	17183	689972.050733468	-7942873.65232517	839967.956792092	1371947.66276042	633206.613581731
75	IL	17099	576736.585402034	-7850526.99583868	676108.86854273	1104311.15195313	509682.070132212
76	IL	17135	534069.024164508	-8097454.56933696	334851.046556122	546923.376041667	252426.173557692
77	IL	17113	573484.424453318	-7948974.47222978	205454.926419005	335576.379817708	154881.406069712
